time,user_name,user_color,message
1477,projectbiittersweet,#8400FF,"Finalmente ho la possibilità di godermi una live yays!"
1478,mergo813,#D2691E,"voglio un ***"
1478,diansy,#997A8D,"Domanda importante hai spento il computer alla fine ieri"
1480,arvyem,#8A2BE2,"Se c'è già allora hanno leakkato Carlotta"
1487,chiave_di_lettura,#00FF7F,"SI SI SI SI"
1487,fume_knight192,,"Cydonia ha caricato uno spoiler su rule 34"
1488,streamlabs,#32C3A2,"NON fare spoiler, NON dare consigli, NON dire dove andare, NON dare indicazioni, NON dire se il ragionamento è giusto o sbagliato. No bestemmia, offese, spam o troll. Pena: BAN"
1488,chriztia,,"@gaiamel in realtà no ma sul finale non sono comparsi dialoghi buggati haha, per il resto il gioco mi è piaciuto un botto e sono uno che non gioca di sua sponte le visual novel ma qualitativamente mi ha stupito, ci ho anche scritto una recensione per conto mio hahaha"
1490,tompelliz11,#73F6B5,"Ciao Cydo, pubblicherai il trailer su PH?"
1491,midnightgamer__,#8A2BE2,"saidogCheck saidogCheck saidogCheck saidogCheck saidogCheck"
1494,ulixfelix,#FF0000,"Quanto di Camilla c'è in carlotta?"
1500,lesko88,#1E90FF,"Carlottona si o no?"
1500,worldofworgage,#00FF7F,"che belle le nuove persone"
1502,lieal42,#FF5763,"@mysticmistpog guarda, questo non è mai stato un problema"
1503,syncgabri,#00B300,"DUE"
1503,midnightgamer__,#8A2BE2,"Addirittura 2 wow!! saidogGodo saidogGodo saidogGodo"
1505,iamrealpeely_roberto,#0FFFB1,"Uhhh"
1505,gorskei,#FF7F00,"Godo"
1508,rosso_pendragon,#B22222,"Shock"
1510,chriztia,,"hahahahahaha"
1512,alelomb26,#008000,"Come ti permetti? Capiremo tutto"
1513,kinoooooooooooo,#DAA520,"🦐"
1514,worldofworgage,#00FF7F,"11 al first reveal"
1515,desuvgc,,"no non vengo a Londra, sto skippando hard fino a champions. Penso che mi sarei sparato nelle palle se avessi giocato euic in reg F"
1516,karu_sol13,#B22222,"saidogCheck saidogCheck saidogCheck"
1518,rosso_pendragon,#B22222,"Lets go"
1519,vomitoimmortale,#9ACD32,"oggi cacca"
1520,arvyem,#8A2BE2,"Momento Holland"
1521,duebbol,#FF0000,"un pezzo di immagine dai"
1522,wh_1i7e,#FF0055,"Turbocacca saidogCheck saidogCheck saidogCheck"
1522,fabiodp_,,"Si fra anche meno co sti spoiler LUL"
1523,syncgabri,#00B300,"Domani ti chiederemo come stai di nuovo"
1524,luscoiatrollo,#FF7000,"Sei più eccitato o più cacato, o dipende dal giorno?"
1524,chriztia,,"sei la personificazione della cacca"
1524,botz_kuro,#8A2BE2,"<3 <3 <3 <3"
1527,dema_giugnor,#B22222,"2 spoiler, "car" e "lotta""
1527,naturalharmoniatropius,#00FF7F,"Adesso spoilera tutto"
1528,auryartauro44,#DAA520,"Si vede moltissimo AHAHA <3"
1534,fume_knight192,,"Mo il progetto segreto é una maglietta con su scritto godo"
1534,giusecc,#38AB9B,"saidogGodo saidogGodo saidogGodo"
1535,andreadc05_,#FF0000,"leakkedì del progetto segreto"
1535,gixerius,#128387,"Io sto caricando la carta Cydo manco fossi il tuo Paypig <3"
1536,parap0nzi,#FF7F50,"io invece il 27 ho la tesi, cacca addosso condivisa"
1543,hel_jigoku,#D2691E,"Perché trattenerla, falla, liberati e lasciati scappare anche qualche spoiler nel mentre!"
1543,worldofworgage,#00FF7F,"@desuvgc tvb baby"
1547,chriztia,,"@desuvgc comprensibilissimo"
1550,lesko88,#1E90FF,"io su showdown mi viene la nausea ad aprirlo"
1554,gorskei,#FF7F00,"No veramente hahaha"
1561,gaiamel,#5F9EA0,"@chriztia io pure ne sono rimasta catturata e pur avendo giocato tanti multi-choice (tipo lis), mi capita raramente di essere presa da un gioco di questo tipo. Le animazioni spaziali secondo me"
1562,desuvgc,,"@WorldOfWorgage <3"
1563,matteotrupia1,,"Formati riciclati da 1 anno e 5 mesi 💀"
1579,fanboy_del_cydo,#4C0E3E,"Cydo il 20 febbraio sarà il mio compleanno, per cui se lo spoiler del topic del tuo progetto lo farai il 20/21 sarò molto felice :)"
1579,streamlabs,#32C3A2,"NON fare spoiler, NON dare consigli, NON dire dove andare, NON dare indicazioni, NON dire se il ragionamento è giusto o sbagliato. No bestemmia, offese, spam o troll. Pena: BAN"
1579,gorskei,#FF7F00,"CAPITOLO CHIUSOOO"
1580,kaido_micche,#FF7F50,"ma qualche teaser l’ultimo giorno di Euic ?"
1583,lieal42,#FF5763,"questo molto godevole"
1587,desuvgc,,"scarlatto e violetto sono diventati il mio demone della paralisi del sonno"
1589,farcr,#DAA520,"scacato violento"
1592,in_arte_figaro,,"Sto avendo un flash back di un tuo vecchissimo progetto di cui facesti vedere una tavola di concept art in live. Mi ricordo chiaramente che c'era un guanto per imbrigliare delle creature. Non so se ci ho preso, o se sono solo allucinato."
1593,usodabada,#FF69B4,"SE sarà l'ultimo torneo su Scarlatto e Violetto. SE"
1598,gaiamel,#5F9EA0,"💜💜💜💜💜💜💜💜💜💜"
1599,botz_kuro,#8A2BE2,"bellissimo <3"
1600,ulixfelix,#FF0000,"La tua relazione più lunga e più tossica"
1603,luscoiatrollo,#FF7000,"L'ho già detto, ma fare il funerale a ScaVio durante San Valentino è pura poesia"
1607,streamlabs,#32C3A2,"Per entrare nel GRUPPO Telegram abbonati [3 mesi]: http://t.me/Sigmini_Bot"
1612,heron_smt,#0500FF,"Video ultra figo. Sono venuto qua solo per farvi i complimenti a riguardo"
1613,grampasso666,,"buonasera e buene palle a tutti, scusate il ritardo ma nerdare a XCOM è molto distraente"
1620,elpablodeoro,,"elpablodeoro subscribed with Prime. They've subscribed for 8 months! buonasera!"
1623,fantamaghiro,#FF0000,"Io devo ancora recuperarlo, ma mando cuoricini comunque snmLuv snmLuv snmLuv"
1629,leaffyleafonaleaf,#008000,"Buonasera, passo solo per salutare dato che domani ho la mia prima donazione di plasma, buona serata a tutti!"
1634,kotoriwalker97,#1E90FF,"Io lo recupererò nel fine settimana me lo voglio godere il video"
1634,tenkipk,,"@usodabada Alla peggio ci sarà Siviglia a Marzo su ScaVio ma non si andrà oltre"
1638,camifyapp,," Acquista il piano biennale di NordVPN! Vai su https://link.camify.app/QedPVAw?type=chat e otterrai 4 Mesi Extra per l’acquisto dei piani biennali"
1639,maiobho,#660099,"@desuvgc gholdengo che grida make it rain è proprio brutto"
1643,gaiamel,#5F9EA0,"nonostante la coppia di giochi forse un po’ meh, continuo ad adorare kalos come regione"
1651,gonfreeks,,"io pure devo recuperarlo ma ti faccio gia i complimenti in anticipo, video stupendo <3 <3"
1653,chriztia,,"@gaiamel comunque se sei sul telegram ti passo poi la mia personale "recensione" se la vuoi leggere, tanto non contiene spoiler, comunque si le animazioni e lo stile grafico veramente tanta roba"
1667,streamlabs,#32C3A2,"Se hai Amazon Prime, puoi utilizzare Twitch Prime senza costi collegando il tuo account Amazon al tuo account Twitch. Accedi a https://twitch.amazon.com/tp Fai clic per collegare l'account Amazon all'account e avrai diritto ad una sub gratuita!"
1669,usodabada,#FF69B4,"@TenkiPK Preghiamo Arceus"
1672,kresselia2389,#008000,"kresselia2389 subscribed at Tier 1. They've subscribed for 50 months! "
1675,chriztia,,"video analisi incredibile, visto qualche ora fa e ho goduto"
1676,thel0stgamer,#1E90FF,"Bel video parte 2 su AZ cydo! Ma non avevi anticipato un leakkedi per oggi settimana scorsa? O mi son perso qualcosa"
1676,desuvgc,,"@Maiobho se gholdengo fosse il problema ci avrei messo la firma. Ho il vomito quando vedo urshifu purtroppo"
1691,ozy_mann,#0000FF,"A proposito ma l'ultimo dei sinnohiani?"
1692,hao_tu,#FF69B4,"buonaseeeees"
1705,gaiamel,#5F9EA0,"@chriztia si certooo, super volentieri. Io ho fatto multi-finale quindi era un no spoiler più per chat/cydo"
1706,streamlabs,#32C3A2,"NON fare spoiler, NON dare consigli, NON dire dove andare, NON dare indicazioni, NON dire se il ragionamento è giusto o sbagliato. No bestemmia, offese, spam o troll. Pena: BAN"
1710,looka86,#008000,"Pesi attaccati alle saidogPalle"
1721,adrianocelentano20,,"Ciao"
1725,thel0stgamer,#1E90FF,"@desuvgc Lo sai vero, che prima o poi arriva anche su Champions, si?"
1730,markcost2001,#0000FF,"Ma ci sarà una veterun run sul progetto segreto?"
1730,lieal42,#FF5763,"@TheL0stGamer domani"
1736,gixerius,#128387,"Il progetto segreto sarà in due versioni per strizzare l'occhiolino ai Pokémon? Progetto PALLE e Progetto CAZZO ? <3"
1738,yon_17_,#FF4500,"Ciauuu"
1739,chriztia,,"@gaiamel ah okok no problem allora"
1740,scleroman,#FF69B4,"per fortuna sono arrivato prima dell'inizio, buona sera"
1751,real_yutopia,#8A2BE2,"Bonsoir"
1763,diansy,#997A8D,"Quanti finali avrà il progetto segreto?"
1765,mr_nice1601,#0000FF,"io personalmente dopo aver finito spada e scudo non me la son più  sentita di giocare le nuove uscite, ma grazie a te mi son tenuto aggiornato.. Se solo The Pokèmon company approfondisse la lore anche solo un decimo di quello che approfondisci tu sarebbe fantastico"
1782,lieal42,#FF5763,"spettatore = giocatore?"
1797,ziogiann1,#FF0000,"Ti capisco benissimo, la sensazione di fare arte, per me, è simile all'avere una gravidanza: si sta dando vita a qualcosa, anche se non è un essere vivente come lo intende la biologia. Avevo un progetto mio, ed era la cosa che avessi più vicina ad un figlio. Ti auguro il meglio cydo, è una sensazione bellissima"
1803,fefo_fullpawasr,,"mhaaaaaa"
1806,gixerius,#128387,""mi sono rotto il cazzo" detto a "mr nice" LUL"
1809,gaiamel,#5F9EA0,"@chriztia saidogProf"
1813,mummiadepressa,#1E90FF,"buonaseraa GoldPLZ"
1814,midnightgamer__,#8A2BE2,"saidogCheck saidogCheck saidogCheck"
1815,fran_maxer,,"buonasera raga manca sempre più poco al Pokémon day, hype"
1818,darklyn26,#0000FF,"!seppuku"
1821,mr_nice1601,#0000FF,"sacrosanto"
1825,worldofworgage,#00FF7F,""La risposta di cydonia a game freak""
1827,evilbeam,#7822F1,"un libro game?"
1828,hao_tu,#FF69B4,"sbaglio o non ha detto quello (?)"
1830,オカリン (remakebanword),#0000FF,"Beyond good and Pokémon"
1830,cagasburratomaster,#8A2BE2,"@Fran_Maxer Quando è il Pokémon day?"
1835,fefo_fullpawasr,,"poverino lo hai attaccato male a mistewe rnice"
1842,botz_kuro,#8A2BE2,"per questo sono sicuro sarà il godimento"
1847,streamlabs,#32C3A2,"Segui con noi dal vivo l'EUIC 2025 direttamente a Londra (evento gratuito): https://www.eventbrite.com/e/biglietti-casting-italiano-del-campionato-internazionale-vgc-red-bull-gaming-sphere-1980630344678"
1848,scleroman,#FF69B4,"spero davvero che negli anni tu riesca a spostare il tuo indubbio talento su cose che lo meritano di più di Pokemon (a mio parere)"
1848,gabriel_morrow,#00FFBB,"Videogioco monster collector by Cydonia?"
1851,maiobho,#660099,"@desuvgc talmente mi da fastidio urshifu che me ne ero dimenticato maiobhHuh"
1851,diansy,#997A8D,"Ora faccio io"
1853,krough96,#00FF7F,"Cydoniamon??"
1854,looka86,#008000,"Perché può essere anche horror LUL"
1855,alexodan711,,"pokemon 2"
1856,giomari1106,#8A2BE2,"Ciao a tutti"
1859,fran_maxer,,"@cagasburratomaster 27 febbraio"
1861,cozze_epecorino,,"il lavoro che fai nel unire i puntini sulla lore di Pokemon è tanta roba"
1863,siriosdev,#FF4D00,"ma quindi sti due spoiler? Kappa"
1872,checco296,#1E90FF,"Adesso pokemon io, by cydonia"
1876,superfrancy0171,#FF0000,"SuperFrancy0171 watched 20 consecutive streams and sparked a watch streak! "
1876,mvssingno,,"cydonia unbound"
1876,midnightgamer__,#8A2BE2,"saidogCheck saidogCheck saidogCheck saidogCheck"
1877,zio_avocado,,"Assurdo ma quindi il progetto non è su pokemon, questa cosa mi gasa"
1882,mirecko205,#FF0000,"È più la paura che non vada a buon fine o la voglia di mostrarlo questo progetto?"
1883,cagasburratomaster,#8A2BE2,"@Fran_Maxer Davvero? Stessa data dell'annuncio del progetto di Cydo"
1885,worldofworgage,#00FF7F,"Mi fa ridere il fatto che lo spot del super bowl abbia avuto un budget maggiore di ZA"
1885,midnightgamer__,#8A2BE2,"Uuuh"
1886,hao_tu,#FF69B4,"ah ho interpretato io male oke"
1886,kotoriwalker97,#1E90FF,"Il 27 uscirà un  Monster collector"
1888,darklyn26,#0000FF,"uhuh se guede"
1889,mr_nice1601,#0000FF,"esattamente, mi trovo, come credo anche te, disilluso dal loro approccio alla narrazione"
1892,ochiavica,#C09973,"saidogGodo saidogGodo saidogGodo saidogGodo saidogGodo saidogGodo"
1892,amz_mmkvm,#0000FF,"è come se pokemon fosse il piu forte di tutti, fosse NETERO e tu dovessi andare BEYOND NETERO"
1892,gorskei,#FF7F00,"LETSGOOO"
1892,sitornadovesiestati,,"Vai vai"
1894,drearykeir,#5F9EA0,"uhhh vedere bene"
1895,gaiamel,#5F9EA0,"OH"
1897,siriosdev,#FF4D00,"era pelesemente un pene"
1899,filbar01,#008000,"Shishishi"
1899,cagasburratomaster,#8A2BE2,"OOOOOOO"
1900,just_robee,#DAA520,"momento pipo ritto"
1901,fantamaghiro,#FF0000,"snmNyeah snmNyeah snmNyeah snmNyeah snmNyeah"
1901,fran_maxer,,"@cagasburratomaster sì esatto"
1902,midnightgamer__,#8A2BE2,"OOOOH"
1903,matteotrupia1,,"@zio_avocado Gli avvocati di nintendo nel culo fanno male"
1905,worldofworgage,#00FF7F,"???"
1907,chriztia,,"@gaiamel dimmi giusto il tuo tag su telegram o qui in chat o nella chat privata di twitch"
1908,gorskei,#FF7F00,"GODO"
1909,giusecc,#38AB9B,"saidogCheck"
1911,alce_boh,#FFE800,"Rinoceronte?"
1911,worldofworgage,#00FF7F,"creepy sta cosa oh"
1911,dogemorto,#5F9EA0,"Sabaku?"
1911,andre99dp,,"Francesco cilurzo pre video melmina cosa direbbe se conoscesse il progetto segreto?"
1911,hao_tu,#FF69B4,"già, monster collector horror"
1912,queendelmondo1,#FF4500,"Majin"
1912,midnightgamer__,#8A2BE2,"saidogCheck saidogCheck saidogCheck saidogCheck saidogCheck saidogCheck saidogCheck saidogCheck"
1912,lieal42,#FF5763,"IL SESSO?"
1912,soul_celebi,#FF7F50,"La Sanfria"
1913,worldofworgage,#00FF7F,"sangue?"
1913,farcr,#DAA520,"colori made in abyssici"
1913,gabriel_morrow,#00FFBB,"Pokemon gore?"
1914,gixerius,#128387,"mi ricorda il tratteggio di Monster Allergy"
1914,gorskei,#FF7F00,"Sangue???"
1915,caleidumioscopio,#2E8B57,"Panino alieno?"
1915,mysticmistpog,#8A2BE2,"Molto NINE SOLS"
1916,its__roman,#1CDB4A,"smegma"
1916,essai_demetori,#DAA520,"marmellata"
1916,achillerobot,#FF4500,"Sangue?"
1916,chriztia,,"che è?"
1917,fenyxpoke,,"Ketchup"
1918,froeden_,#FF4500,"è un pene ok"
1918,usodabada,#FF69B4,"Ma quello è uno Sharingan?"
1918,luscoiatrollo,#FF7000,"Buona la marmellata"
1918,begonia_rex_,#8AB4ED,"la melmina, rosa"
1919,manumagnum,#DAA520,"una piovra?"
1920,arvyem,#8A2BE2,"Ecco Carlotta rule 34"
1920,mega_ethelo,#FF0000,"danganronpa"
1920,noivwnchstr,#2E8B57,"un naso e sangue"
1920,funzionario_di_mediaset,#FF0000,"Che fica"
1920,lucia000e,,"come la "spina"?"
1920,natasullaluna,,"Un topo che mangia?"
1921,potofgrid,#FF0000,"PIEDI?"
1921,wolf2053,#FF4500,"Okay gioco da tavolo o tcg"
1921,botz_kuro,#8A2BE2,"ma è un tomoe?"
1921,gabilchaos,,"allora, è la pacca destra del culo di qualcosa."
1922,healingdramon,#8A2BE2,"pesce"
1922,fantamaghiro,#FF0000,"Vedo una Tomoe"
1922,vomitoimmortale,#9ACD32,"sono molto confusa ahhahahahah"
1922,ochiavica,#C09973,"Naso, bocca, guancia, un piede in bocca?"
1923,worldofworgage,#00FF7F,"sembra qualcuno che si fa male"
1923,veridiasvg,,"una farfalla sborrata di rosa"
1923,s0ra46,#FF4500,"quello in alto a destra è il simbolo della vodafone?"
1924,rosso_pendragon,#B22222,"La verità è che non riesci più a resistere neanche tu"
1924,filbar01,#008000,"Sembra un occhio con una zanna"
1924,adrianocelentano20,,"Un pesce sburato"
1924,diansy,#997A8D,"Oook sembra una faccia"
1924,karu_sol13,#B22222,"saidogCheck saidogCheck"
1924,chriztia,,"sembra sborra viola"
1924,blogcard,#0000FF,"Un insetto luchadore"
1925,checco296,#1E90FF,"sharingan"
1925,mattmarina,#B22222,"sa molto di carte"
1925,capitanojohn,#0000FF,"un libro illustrato"
1926,mqryo,#1E90FF,"LO SAPEVO, i famosi schizzi delle segne del pg di no im not a human"
1926,merk11z,,"insetto enorme"
1926,zacksamis,,"Brumotti???"
1928,samuchannel46,#1E90FF,"Una Pinna?"
1928,mattebertold,#D1D3F3,"un tomoe"
1928,yon_17_,#FF4500,"Un braccio insanguinato"
1928,gabilchaos,,"tutto guggato"
1928,midnightgamer__,#8A2BE2,"FrogPonder FrogPonder FrogPonder FrogPonder FrogPonder"
1929,amz_mmkvm,#0000FF,"ma mica non c'era ancora su rule 34?"
1929,mepointexe,,"un collo?"
1929,thenablin,#00FF7F,"sborra"
1929,fanboy_del_cydo,#4C0E3E,"Ho visto un Hentai iniziare così @cydonia_chiara"
1929,frostthesasso,#FF9816,"l'artstyle non mi è nuovo"
1930,rakun_ff,#FF4700,"palese terapagos"
1930,therottenbaby,#FF0000,"un braccio"
1930,chiave_di_lettura,#00FF7F,"è uno dei guggati"
1930,hel_jigoku,#D2691E,"Vedo una zanna sotto una narice ed un occhio"
1931,happytheplayer,#FF0000,"vodafone"
1932,ryuu_kasane,#FF69B4,"È una sega aliena"
1932,peppetenebra,,"Il mestruo di Carlotta"
1932,just_robee,#DAA520,"mangue come in dangan ronpa?"
1932,giusecc,#38AB9B,"saidogCheck saidogCheck saidogCheck"
1932,hao_tu,#FF69B4,"quelli sono occhi e bocca"
1933,pigi_00,#1FF432,"scusa ma mi ricorda terapagos"
1933,noivwnchstr,#2E8B57,"succhisangue"
1933,drearykeir,#5F9EA0,"io quando mangio la pasta al sugo ig"
1933,gaiamel,#5F9EA0,"color spina dell’altra volta"
1933,joewide7,#DAA520,"deflorazione?"
1933,cagasburratomaster,#8A2BE2,"Mi sembra di intravede una rana"
1934,mirecko205,#FF0000,"Il Gabibbo"
1934,duebbol,#FF0000,"sangue forse"
1934,leovill_64,#008000,"le mie palle, le mie palle quando, le mie palle quando uuuuooooooooouuuoooo"
1934,scleroman,#FF69B4,"un pene, easy"
1934,idiomatsu,#00FF7F,"E' un qualcosa di...insettiforme schifomadò?"
1935,aandreaa_66,,"sembra un occhio quello blu"
1935,alastortheratiodemon,#FF69B4,"Sembra un  Bruxish che cerca di ingoiare un braccio"
1935,o___zio_,,"È una maschera ricolma di sangue con un osso in bocca?"
1935,niva97,#9ACD32,"Come fai ad avere una foto del mio scroto?"
1935,fantamaghiro,#FF0000,"@Cydonia_Chiara Bella la Tomoe"
1935,giylia61,#008000,"un essere che morde qualcosa?"
1936,eliabasso80,,"guggatissimo"
1936,dekup,#00FF7F,"Sembra la bocca di un pesce"
1937,pleiadesseeker,,"Un ragno?"
1937,ler02_,#8A2BE2,"Made in abyss?"
1937,alekahh,#FF69B4,"è una gamba e acqua attorno"
1937,fabiodp_,,"Una zanna che trapassa... Qualcosa?"
1938,aleksmoon05,#0000FF,"Sperma viola?"
1938,luposamba,#008000,"Minecraft fumetto?"
1938,roccas29,#FF0000,"Un ascella"
1938,auryartauro44,#DAA520,"Un coso velenoso"
1940,dema_giugnor,#B22222,"Carlotta??"
1940,kinoooooooooooo,#DAA520,"è un altro pezzo di quello che avevi già mostrato?"
1940,farfaceus,#3985C5,"mi ricorda rampardos"
1941,mattev42,#FF7F50,"Un rospo cornuto"
1941,pic0zz,#903131,"una penetrazione"
1941,zio_avocado,,"Qualcuno ha sburato sangue"
1941,mysticmistpog,#8A2BE2,"C'è del sangre"
1941,nickyb_27,#FF7F50,"È Carlotta?"
1942,artisthehighestformofhope,,"Un pene?"
1942,xdallio,#0000FF,"jd vance?"
1943,achillerobot,#FF4500,"Mestruazioni di Carlotta"
1943,alex_magno_,#00FF7F,"Sembra qualcosa trafitto da una zanna"
1943,mr_nice1601,#0000FF,"un tomoe come pupilla??"
1943,sacsim,,"Ma è mega flygon"
1943,palkialovefest,#8A2BE2,"Sborra?"
1944,andrewharn_wallew,#8A2BE2,"Mi da vibes Nine Solsiche"
1944,pitt627,#1E90FF,"mega bombolone alla crema"
1945,kfilo,#8A2BE2,"Comunque tutto con dei colori super accesi, interessante interessante"
1946,maziert,#0000FF,"carlotta mlml"
1946,begonia_rex_,#8AB4ED,"una faccia"
1948,worldofworgage,#00FF7F,"questa non l'ho capita"
1948,assassinoignoto94,#8400FF,"adesso prendono l'immagine e lo danno in pasto a chatgpt per ricostruire l'' immagine"
1948,rakun_ff,#FF4700,"terapagos forma smegma"
1949,simo_gx_98,#FF0000,"È Bombo di Monster allergy"
1949,rose_mark_,#8A2BE2,"chi sta impalando chi?"
1949,merk11z,,"insetto rinoceronte"
1949,alce_boh,#FFE800,"è un corno che esce da un guscio"
1950,dizionarioitaliano,#008000,"Manuale gdr di ambientazione"
1950,reivaxelain,#FF006D,"Un osso che sbuca dal petto o dalla bocca di qualcosa in maniera violenta"
1951,caleidumioscopio,#2E8B57,"Collab con Vodafone?"
1952,rosso_pendragon,#B22222,"Per me è la faccia di un omino"
1952,azathoth_nuclearchaos,,"Molto astratto"
1955,ochiavica,#C09973,"Io vedo cosa è, ma è così violento? saidogCheck"
1958,harakiri055,#8A2BE2,"Una rana trafitta da un corno"
1958,midnightgamer__,#8A2BE2,"Ooh"
1959,microvirus20,#00FF7F,"Il cut content della sierra napada???"
1960,hao_tu,#FF69B4,"chiara ti picchia"
1960,fenyxpoke,,"Mani"
1961,ochiavica,#C09973,"CARLOTTAAAAAA"
1962,midnightgamer__,#8A2BE2,"Mano"
1962,thenablin,#00FF7F,"manooooooooooooooo"
1962,iamrealpeely_roberto,#0FFFB1,"Ooooh"
1962,gorskei,#FF7F00,"MANI"
1963,begonia_rex_,#8AB4ED,"mano"
1963,rakun_ff,#FF4700,"MANI"
1963,eri_rar,#FF69B4,"Chiaramente sborra"
1963,pitt627,#1E90FF,"sabaku"
1963,checco296,#1E90FF,"MANI"
1963,seikiomura,,"seikiomura subscribed with Prime. They've subscribed for 23 months! ho iniziato il video ma mi sono precipitata qui per questo bellissimo gioco! complimenti per il progetto con inntale che sto personalmente amando, Hype per il progetto segreto e grazie sempre per l'intrattenimento di qualità 🫶🏻"
1963,aandreaa_66,,"ascella del protagonista guggato?"
1964,marikaquellastorta,#C19CFF,"Una mano"
1964,hppatoio,#8A2BE2,"oddio Genshin Impact 2"
1964,alex_magno_,#00FF7F,"Mani"
1964,gixerius,#128387,"ah beh questa è na mano dai"
1964,reivaxelain,#FF006D,"È na mano"
1964,chiave_di_lettura,#00FF7F,"bellissimo"
1964,o___zio_,,"Carlotta"
1965,lieal42,#FF5763,"mano a forma di dialga"
1965,usodabada,#FF69B4,"La mano di Carlotta?"
1965,drearykeir,#5F9EA0,"uhhh  una mano"
1965,diansy,#997A8D,"MANI"
1965,ziogiann1,#FF0000,"Questo è un Grande Essere"
1965,franci_madido,#9ACD32,"Una mano"
1965,therottenbaby,#FF0000,"è una mano"
1965,seigewm,#00FF7F,"MANI"
1965,fabiodp_,,"MANI"
1965,leovill_64,#008000,"mani"
1966,alce_boh,#FFE800,"Vbbe questa mano easy"
1966,amz_mmkvm,#0000FF,"vabe si vede che è una mano"
1966,drtaxi98,#1E90FF,"un collo (?)"
1966,scleroman,#FF69B4,"questo è meno confuso"
1966,manumagnum,#DAA520,"una mano"
1966,reitoko17,#FF0000,"una mano blu"
1966,merk11z,,"mano"
1967,maziert,#0000FF,"AAAAAAAAAAAHHHHHHHHHHHH"
1967,mirecko205,#FF0000,"mani?!"
1967,soul_celebi,#FF7F50,"Mani"
1967,chriztia,,"una mano con un tatutaggio"
1967,ando_1303,#2E8B57,"ok sì è un fumetto allora"
1967,nekoin_,#D2691E,"MANI"
1968,mega_ethelo,#FF0000,"shadow milk cookie"
1968,zexar93,#0000FF,"mani"
1968,kinoooooooooooo,#DAA520,"ma è una mano"
1968,hel_jigoku,#D2691E,"I majin oooooh"
1968,tompelliz11,#73F6B5,"UNA MANO"
1968,vin_venom7,#0000FF,"Mano"
1969,cagasburratomaster,#8A2BE2,"I roaring titans"
1969,ler02_,#8A2BE2,"MANI 3 FINALMENTE"
1969,luscoiatrollo,#FF7000,"MANI 12"
1969,rennatriste,#5F9EA0,"mi da vibes steven universe"
1969,pleiadesseeker,,"mano"
1970,dogemorto,#5F9EA0,"Oh no mani"
1970,worldofworgage,#00FF7F,"MANI"
1970,zacksamis,,"Mani!"
1970,fume_knight192,,"Adventure time"
1970,gianni8588,#00FF7F,"questa e' una mano"
1970,kotoriwalker97,#1E90FF,"Un qualcosa che perde liquidi"
1970,goldiaaaa,,"mano."
1970,vomitoimmortale,#9ACD32,"manus"
1970,amz_mmkvm,#0000FF,"MANI"
1970,fanboy_del_cydo,#4C0E3E,"Manona"
1970,auryartauro44,#DAA520,"Oddio è una mano"
1971,ochiavica,#C09973,"CARLOTTA ECCOLA"
1971,paky994,#FFFFFF,"mani"
1971,xeria0,#DAA520,"una mano?"
1971,yon_17_,#FF4500,"Vabbè questi mano con occhio"
1971,karuinekom,#8A2BE2,"dai questa è la mano di carlotta"
1971,froeden_,#FF4500,"ok questa è una mano, almeno questo l'ho capito"
1971,dema_giugnor,#B22222,"CARLOTTA TRUE FORM"
1972,dannypecu,,"Mano di ghiaccio"
1972,mqryo,#1E90FF,"steven universe theory channel"
1972,rosso_pendragon,#B22222,"Palese un polso"
1972,sirio12,#8A2BE2,"MANI"
1973,dregonp5r,#0000FF,"Nine sole 2"
1973,samuchannel46,#1E90FF,"il simbolo degli Sheika di Zelda"
1973,kehnra_,#FF69B4,"ah si Reyna di Valorant"
1973,bb4469,#2E8B57,"sembra una serie animata il che starebbe bene con la roba della scrittura"
1973,alastortheratiodemon,#FF69B4,"Beh questa è una mano con uno un occhio sopra"
1973,alaitiel,#FF7F50,"ok questa è carlotta dai"
1974,looka86,#008000,"Ok mani"
1974,kitkallos,#FF69B4,"mano della sega"
1974,hao_tu,#FF69B4,"mano"
1974,tompelliz11,#73F6B5,"Carlotta palese"
1974,roccas29,#FF0000,"Mani?! Nani?!"
1974,mysticmistpog,#8A2BE2,"Estremamente nine sols"
1974,iamrealpeely_roberto,#0FFFB1,"Questo figoooo"
1975,bea_cb,#8A2BE2,"manoooo"
1975,eliabasso80,,"guggazione"
1975,fenyxpoke,,"Viene da Zelda"
1975,darkberny,#0000FF,"Ma è un cavolo di manuale gdr!!!!!!! Madonna si godo, voglio la sezione Palle e il grado difficoltà"
1976,midnightgamer__,#8A2BE2,"MANO CARLOTTA"
1977,xdallio,#0000FF,"un bong"
1977,vt_chan,#008000,"MANO"
1977,enricovalley,#0000FF,"un manga o fumetto?"
1978,checco296,#1E90FF,"MANI 2"
1978,blogcard,#0000FF,"Vabbè una mano con un tatuaggio di un occhio"
1978,reivaxelain,#FF006D,"Questa Carlotta dai"
1979,jvart_ic,,"mano con tatuaggio oculare"
1979,pic0zz,#903131,"MANI OCCHIUTA"
1979,maziert,#0000FF,"MANI 12 ANNUNCIATO"
1979,losermizi,#D797B9,"oddio che figo"
1979,peppetenebra,,"ma è chiaramente Mike con i guanti da cucina"
1981,potofgrid,#FF0000,"si"
1981,yon_17_,#FF4500,"Carlotta in God mode"
1981,tiri_tosco0_0,#FF0000,"mani?!?"
1981,kaido_micche,#FF7F50,"mi da delle omori vibes"
